id,price
188533,8500.0
188534,35619.0
188535,23105.0
188536,33000.0
188537,29500.0
188538,14300.0
188539,9900.0
188540,34700.0
188541,85000.0
188542,33000.0
188543,7495.0
188544,8000.0
188545,68995.0
188546,68500.0
188547,12000.0
188548,91900.0
188549,20000.0
188550,9999.0
188551,56900.0
188552,44000.0
188553,32500.0
188554,25000.0
188555,91000.0
188556,12700.0
188557,25500.0
188558,83500.0
188559,209000.0
188560,15900.0
188561,197499.0
188562,14500.0
188563,99750.0
188564,12500.0
188565,26095.0
188566,23995.0
188567,10999.0
188568,51999.0
188569,127899.0
188570,18000.0
188571,42900.0
188572,69000.0
188573,22500.0
188574,16800.0
188575,29000.0
188576,28900.0
188577,4750.0
188578,50000.0
188579,43500.0
188580,43000.0
188581,58500.0
188582,54999.0
188583,73500.0
188584,16700.0
188585,36995.0
188586,42995.0
188587,61599.0
188588,24500.0
188589,14490.0
188590,22500.0
188591,30950.0
188592,37000.0
188593,34000.0
188594,92500.0
188595,11200.0
188596,37999.0
188597,20499.0
188598,23800.0
188599,12900.0
188600,66500.0
188601,46999.0
188602,36800.0
188603,134900.0
188604,16500.0
188605,150000.0
188606,25500.0
188607,52598.0
188608,11500.0
188609,43000.0
188610,57000.0
188611,12500.0
188612,92000.0
188613,19000.0
188614,38490.0
188615,28900.0
188616,62425.0
188617,38500.0
188618,22800.0
188619,84999.0
188620,10200.0
188621,24900.0
188622,38500.0
188623,63998.0
188624,28324.0
188625,52999.0
188626,26900.0
188627,288900.0
188628,48000.0
188629,26500.0
188630,5995.0
188631,25998.0
188632,76598.0
188633,43000.0
188634,16000.0
188635,9000.0
188636,38322.0
188637,5500.0
188638,21900.0
188639,131999.0
188640,18000.0
188641,14500.0
188642,10000.0
188643,68000.0
188644,75500.0
188645,33995.0
188646,6500.0
188647,9499.0
188648,31650.0
188649,20848.0
188650,104000.0
188651,52999.0
188652,41598.0
188653,55999.0
188654,6700.0
188655,18000.0
188656,28000.0
188657,42000.0
188658,6999.0
188659,44798.0
188660,6500.0
188661,149000.0
188662,15000.0
188663,14500.0
188664,90000.0
188665,52889.0
188666,26900.0
188667,7100.0
188668,8100.0
188669,28590.0
188670,66400.0
188671,21000.0
188672,6499.0
188673,47999.0
188674,9500.0
188675,26000.0
188676,62999.0
188677,5500.0
188678,36000.0
188679,36949.0
188680,179900.0
188681,19600.0
188682,17500.0
188683,45000.0
188684,86999.0
188685,38436.0
188686,53500.0
188687,18500.0
188688,43000.0
188689,7200.0
188690,25650.0
188691,26125.0
188692,34900.0
188693,12500.0
188694,14000.0
188695,19995.0
188696,65000.0
188697,24995.0
188698,5000.0
188699,36000.0
188700,179900.0
188701,52999.0
188702,21499.0
188703,66000.0
188704,35900.0
188705,13500.0
188706,108900.0
188707,11500.0
188708,15500.0
188709,12500.0
188710,13995.0
188711,25500.0
188712,28998.0
188713,37999.0
188714,19000.0
188715,27500.0
188716,52000.0
188717,4900.0
188718,20000.0
188719,62500.0
188720,19500.0
188721,72598.0
188722,44596.0
188723,9500.0
188724,30000.0
188725,7999.0
188726,38998.0
188727,10500.0
188728,41900.0
188729,19500.0
188730,54999.0
188731,58900.0
188732,25950.0
188733,16000.0
188734,11500.0
188735,10700.0
188736,3200.0
188737,136900.0
188738,44999.0
188739,32000.0
188740,60000.0
188741,16000.0
188742,17900.0
188743,15000.0
188744,79999.0
188745,36000.0
188746,30900.0
188747,30000.0
188748,36500.0
188749,25500.0
188750,6500.0
188751,30000.0
188752,61950.0
188753,3850.0
188754,26000.0
188755,129000.0
188756,43000.0
188757,23000.0
188758,8900.0
188759,14500.0
188760,20500.0
188761,25500.0
188762,41598.0
188763,53499.0
188764,10300.0
188765,36000.0
188766,36139.0
188767,3000.0
188768,29999.0
188769,57000.0
188770,53900.0
188771,15000.0
188772,7900.0
188773,34900.0
188774,74500.0
188775,53500.0
188776,4500.0
188777,14000.0
188778,24000.0
188779,39998.0
188780,19800.0
188781,58900.0
188782,14500.0
188783,9200.0
188784,39687.0
188785,23000.0
188786,23400.0
188787,6999.0
188788,417500.0
188789,27900.0
188790,21400.0
188791,3500.0
188792,29998.0
188793,15995.0
188794,15000.0
188795,39687.0
188796,199995.0
188797,39999.0
188798,13500.0
188799,71999.0
188800,31621.0
188801,52999.0
188802,33500.0
188803,48889.0
188804,8900.0
188805,13450.0
188806,259500.0
188807,25000.0
188808,45000.0
188809,49950.0
188810,20000.0
188811,21998.0
188812,22500.0
188813,14900.0
188814,21900.0
188815,20000.0
188816,39985.0
188817,25500.0
188818,28000.0
188819,39853.0
188820,41999.0
188821,36495.0
188822,13500.0
188823,66200.0
188824,12000.0
188825,11995.0
188826,7500.0
188827,26900.0
188828,33500.0
188829,9250.0
188830,39995.0
188831,48500.0
188832,9900.0
188833,28450.0
188834,28500.0
188835,19500.0
188836,21375.0
188837,22966.0
188838,15000.0
188839,7500.0
188840,29500.0
188841,114998.0
188842,25000.0
188843,45023.0
188844,22888.0
188845,22500.0
188846,52000.0
188847,43499.0
188848,15900.0
188849,21000.0
188850,53900.0
188851,120990.0
188852,48000.0
188853,17000.0
188854,19900.0
188855,134900.0
188856,229000.0
188857,76900.0
188858,28750.0
188859,63999.0
188860,7000.0
188861,8500.0
188862,32500.0
188863,44000.0
188864,16500.0
188865,29000.0
188866,42590.0
188867,13500.0
188868,1599000.0
188869,15400.0
188870,8500.0
188871,16900.0
188872,35387.0
188873,36500.0
188874,38500.0
188875,11000.0
188876,20500.0
188877,41500.0
188878,54900.0
188879,649999.0
188880,65688.0
188881,35000.0
188882,162950.0
188883,26450.0
188884,44900.0
188885,27900.0
188886,72777.0
188887,105000.0
188888,93999.0
188889,24000.0
188890,17000.0
188891,23995.0
188892,25500.0
188893,469900.0
188894,13000.0
188895,26500.0
188896,29993.0
188897,11000.0
188898,15900.0
188899,234900.0
188900,14500.0
188901,6750.0
188902,92000.0
188903,39998.0
188904,31995.0
188905,16000.0
188906,35000.0
188907,112000.0
188908,12700.0
188909,29990.0
188910,25500.0
188911,43000.0
188912,20989.0
188913,109900.0
188914,22999.0
188915,19996.0
188916,8500.0
188917,16770.0
188918,3500.0
188919,6499.0
188920,24500.0
188921,27698.0
188922,31113.0
188923,29999.0
188924,36000.0
188925,58598.0
188926,54598.0
188927,7500.0
188928,35000.0
188929,22000.0
188930,9100.0
188931,47850.0
188932,27999.0
188933,51950.0
188934,130000.0
188935,31000.0
