
100 0
1100 0
2100 0
3100 0
4100 0
5100 0
6100 0
7100 0
8100 0
9100 0
10100 0
11100 0
12100 0
13100 0
14100 0
15100 0
16100 0
17100 0
18100 0
19100 0
20100 0
21100 0
22100 0
23100 0
24100 0
25100 0
26100 0
27100 0
28100 0
29100 0
30100 0
31100 0
32100 0
33100 0
34100 0
35100 0
36100 0
37100 0
38100 0
39100 0
40100 0
41100 0
42100 0
43100 0
44100 0
45100 0
46100 0
47100 0
48100 0
49100 0
50100 0
51100 0
52100 0
53100 0
54100 0
55100 0.016
56100 0
57100 0
58100 0
59100 0
60100 0
61100 0
62100 0
63100 0
64100 0
65100 0
66100 0
67100 0
68100 0
69100 0
70100 0
71100 0
72100 0
73100 0
74100 0
75100 0
76100 0
77100 0
78100 0
79100 0
80100 0
81100 0
82100 0
83100 0
84100 0
85100 0
86100 0
87100 0
88100 0
89100 0
90100 0
91100 0
92100 0
93100 0
94100 0
95100 0
96100 0
97100 0
98100 0
99100 0
